id,novel_id,keyword_id,engagement
85,margan032,25,"The importance of ritual to Leslie Marmon Silko’s novel, Ceremony, is indicated in the title. Ritual, and the interplay of ceremony and story, structure the novel as a whole while also appearing within it. The novel opens and closes with a poem and poetic sequences are included across the text, with the majority of the text in prose. The poems weave through the text, drawing the readers attention to poetic storytelling as a form of sacred ceremony. The novel draws on sacred Laguna Pueblo traditions. It opens with a poem in which Thought-Woman, the spider, creates through thinking and the narrator declares, ‘I’m telling you the story / she is thinking’ (1). Details of many ceremonies, both past and present, are included in the novel, while other ceremonies and stories are alluded to without detail. The novel includes discussion of spiritual powers, both of destruction (witchery) and of creation, healing and flourishing. The aim of the novel’s ceremony is healing. The ceremony holds many elements including storytelling and traveling. A story told in poetic sections across the novel involves Fly and Hummingbird’s quest to resolve the drought that has followed disrespect to Corn Woman. Their story intersects with Tayo’s during Tayo’s ceremony with the medicine man, Betonie. Tayo finally begins to recognize patterns in the world around him, reconnects with his traditions and realizes how easily he might slip into escalating cycles of violence. The novel closes with a final invocation: ‘Sunrise, accept this offering, sunrise’ (262). See also healing."
86,margan032,23,"The protagonist of Leslie Marmon Silko’s novel, Ceremony, Tayo has postwar wounds which are mental, rather than physical. He suffers flashbacks and deep distress after his experiences in the Pacific in World War II, with particularly painful memories around the death of his cousin Rocky. Rocky is an ongoing presence in the novel and coming to terms with his death is part of Tayo’s healing journey. Tayo spends time in a psychiatric hospital in Los Angeles abut his family believe this is unhelpful to him and determine to send him to a traditional healer instead. See also healing"
87,margan032,13,"The primary aim of the ceremony at the heart of Leslie Marmon Silko’s novel, Ceremony, is the healing of Tayo’s adverse mental health following the Second World War. It is evident from the descriptions in the novel that Tayo suffers some kind of PTSD, exacerbated by alcohol abuse and violent encounters with other traumatised veterans. While Tayo seeks healing across the text, the resolution of a drought is also sought. The interconnection between Tayo’s healing and healing the land is emphasized across the novel. The elders in Tayo’s Laguna Pueblo community explain to Tayo that his healing is required not only for his own sake but for his community and for the whole world, which is fragile, holding both the strength and fragility of a spider’s web. The medicine man, Betonie, derives a specific ceremony for Tayo’s health, while emphasizing both that the rituals need to adapt following the disruption of white colonialism and also that Tayo’s healing is part of a larger story. See also ritual and psyche. "
88,margan032,14,"Leslie Marmon Silko’s novel, Ceremony, includes many holy people. The elders (Grandma, Ku’osh and Betonie) in the protagonist, Tayo’s, community are holy in their wisdom and knowledge of Laguna Pueblo traditions. Betonie is a medicine man who guides Tayo’s healing ceremony. Betonie is sometimes distrusted because he changes the traditional rituals, claiming that they need to grow and respond to the changes caused by colonisation. Much of Betonie’s power is derived from his belonging to the land. See also ritual. "
89,margan033,4,"In Muriel Spark’s The Ballad of Peckham Rye, Dougal Douglas or Douglas Dougal enters Peckham as a new employee of Meadows, Meade & Grindley. He is a university arts graduate from Edinburgh, and he is tasked with addressing absenteeism in the factory; for this he must become intimately involved in the community. Dougal Douglas – as some of the characters observe – has what appears to be small horns on his head. His appearance in Peckham is marked by an increase in violence, climaxing in Mr Druce’s murder of his lover Merle Coverdale. Dougal manipulates everyone with whom he comes into contact, changing his behaviour and style of presentation to help him. He uses the tricks that characterise the devil. However, Peckham is a community without belief. The factory has usurped the role of religion in the lives of the workers; it organises their working and social lives, looks after them in old age and death through pensions and burial scheme, and is keen to be involved in their family lives, too, through the advent of a marriage scheme. The Peckham community are simply unable to see Dougal for what he is due to their lack of belief, which renders them naïve.  "
90,margan033,7,"Muriel Spark’s The Ballad of Peckham Rye critiques the secular, disenchanted society of post-war Britain. In Peckham, the church appears at the outset of the novel as a venue for the failed married service of Humphrey and Dixie, but there is little to no churchgoing amongst the local population. This society, as Spark depicts it, is aimless and goals; the characters are devoid of higher meaning in their lives: Mr Druce has an adulterous affair with Merle Coverdale; Humphrey, Trevor and Collie fight while Beauty, Dixie and Elaine look on; Beauty is narcissistically obsessed with her own appearance. When Dougal Douglas or Douglas Dougal arrives, the mysterious, enigmatic figure at the centre of the novel, and brings with him the possibility of real evil, the figures are defenceless. Dougal’s pressure figures in Mr Druce’s murder of Merle, Humphrey and Dixie’s failed wedding, Beauty and Trevor break up. "
91,margan033,9,"Muriel Spark’s The Ballad of Peckham Rye is set in a typical post-war community of factory workers and managers. It is a profoundly disenchanted world, one in which religion is largely absent. Mr Druce and Mr Weedin employ Dougal Douglas or Douglas Dougal to engage in research on absenteeism; he must engage closely with the workers and help the factory develop its pastoral role. The factory guides employees through life, offering training, recreation, pension, burial and perhaps marriage schemes in the future too. Dougal sounds like a secular priest: the factory, a secular church. Dougal is an enigmatic figure, a trained actor who shifts shape as the situation demands; he has small bumps on his head, which might be the beginnings or remnants of horns. There is something devilish about him. His presence in town brings out or is followed by expressions of evil such as Mr Druce’s murder of Merle. Peckham residents do not know what to make of Dougal. He is enigmatic and mysterious, dangerous and alluring at a time when the faculty wants to organise rationally and institutionally every element of the workers’ lives. The chaos of the novel follows from the introduction of this enchanted figure into a disenchanted world. "
92,margan033,6,"In Muriel Spark’s The Ballad of Peckham Rye, Peckham is populated by a close-knit, working and lower-middle class community of factory workers and administrators from the post-World War II era in Britain. Most residents work at Meadows, Meade & Grindley, and social life revolves around the events the factory puts and the pubs and living rooms that surround the factory. Mr Druce and Mr Weedin hire Dougal Douglas to oversee absenteeism and to develop the factory’s programmes for organising the social life of the workers. The factory is the central element in the lives of the community. The novel does not depict the community prior to Dougal’s arrival, but once he appears violence follows: Humphrey, Trevor and Collie fight while Beauty, Dixie and Elaine look on; Mr Druce murders Merle Coverdale with whom he has having an affair. The novel does not make it clear whether these expressions of violence are instigated by Dougal or whether his actions merely reveal the latent darkness in this society.  "
93,margan033,10,"Muriel Spark’s The Ballad of Peckham Rye confronts the problem of evil. Dougal Douglas or Douglas Dougal, a new employee at a factory in Peckham, is an outsider, an educated arts man. He also appears to have small horns upon his head and his arrival in Peckham is marked by an increase in violence and adultery culminating in Mr Druce’s murder of Merle Coverdale. The novel oscillates between presenting this evil as stage-managed by Dougal and a feature of the community that Dougal merely exposed. The novel is nevertheless clear both that evil is present in contemporary society – as its deadpan depiction of Mr Druce’s actions make clear – and that secular society is naïve and ultimately unable to deal with evil. The factory, in Peckham, has taken on many of the functions of organised religion: organising social lives, taking care of people in death and old age, even considering starting a marriage scheme to support families. This institution, however, cannot help their workers confront evil; in fact, the institution invites evil in the form Dougal into the community by offering him a job. "
94,margan033,30,"In Muriel Spark’s The Ballad of Peckham Rye, Dougal Douglas or Douglas Dougal oscillates between a regular and a supernatural figure. On the one hand, he is an employee of the factory; he is a university graduate brought in by Mr Weedin and Mr Druce to study absenteeism. He engages with the Peckham community in entirely naturalistic ways, getting to know them, developing relationships, adapting to different groups’ ways of speaking. On the other, he is a mysterious and enigmatic presence who seemingly transforms his appearance and presentation as he moves from group to group – in his job interview he shifts from presenting as a professor and then a television presenter – he has two small growths on his head that could be taken to be horns. His appearance in Peckham is accompanied by an increase in violence culminating in Mr Weedin murdering his lover, Merle Coverdale. The novel is invested in presenting Dougal as a mere man: the outpouring of evil in Peckham was something latent in society and not introduced by Dougal, and yet the novel also suggests that Dougal is a Satanic figure, an eruption of the supernatural into the everyday. Often, the novel invokes this supernatural status playfully: Dougal, for instance, asks other characters to touch his horns. "
95,margan034,4,"Muriel Spark’s The Girls of Slender Means turns on the interpretation of a tragedy. The novel closes with the destruction of “The May of Teck Club,” a boarding house that is home to the community of young women with whom the novel is concerned, following the explosion of an unexploded World War II munition. As the house collapses, Nicholas Farringdon attempts to help the girls escape; a few girls are left at the close, Selina, Jane and Joanna. Selina first escapes and then returns to Nicholas’s horror to rescue a Schiaparelli dress, delaying the rescue of the others. Jane struggles to climb through the window. Joanna, who has been intoning Gerard Manly Hopkins “The Wreck of Deutschland” for much of the novel as part of her training as a teacher of elocution, cannot exit in time; she is unhurried, calm, and stoical about her situation. She utters a prayer and appears to accept her death. Nicholas watches her. The house comes down around her. The events concerning “The May of Teck Club” are set in 1945 and are told in flashback. The novel opens in 1963 where we learn – through telephone calls from ex-residents of “The May of Teck Club” that Nicholas Farringdon, who had been a Marxist intellectual in 1945, had subsequently entered the Roman Catholic priesthood and had been killed while a missionary in Haiti. The novel suggests that it was Nicholas’s interpretation of Joanna’s behaviour that informed (or even constituted) his conversion. However, the flippancy with which Nicholas’s own martyrdom is invoked leaves open the possibility that his interpretation may well have been mistaken. "
96,margan034,14,"In Muriel Spark’s The Girls of Slender Means, Joanna Childe, the woman who denies in “The May of Teck Club” tragedy, is identified with the nuns upon whom Gerard Manly Hopkins reflects in “The Wreck of the Deutschland.” Training to be an elocution teacher, Joanna is often heard reciting Hopkins’s poem around the house and Nicholas Farringdon endeavours to commit her recitals to tape. Trapped as the house collapses around her following the explosion of an unexploded munition, Joanna appears to accept her fate stoically and utter a prayer as a sign of faith. At the same time, the novel depicts Joanna as the remnant of a previous age: a conservative-voting rector’s daughter from the country in an increasingly secular country shaped by the welfare state. She is also shown to be serious, reserved, and emotionally distant; she had been jilted by a curate, and had committed to a single, celibate life. While Nicholas interprets Joanna’s actions as a form of martyrdom akin to that of Hopkins’s nuns, the novel contemplates the possibility that death was a way out for the broken-hearted Joanna with her disclination to escape the burning house becoming a form of suicide. Inspired by his interpretation of Joanan’s action, Nicholas becomes a Roman Catholic priest, and ultimately a martyr as he is killed as a missionary in Haiti. The gossipy tone in which Nicholas’s death is related – much of the novel takes place in flashbacks to 1945, while his death occurs in the novel’s present, 1963 – through phone calls among ex-residents of the “May of Teck Club” presents his behaviour unsympathetically through secular eyes as a ludicrous outcome. "
97,margan034,20,"In the eyes of Nicholas Farringdon, in Muriel Spark’s The Girls of Slender Means, Joanna Childe dies a martyr. She reveals her Christian faith as she confronts her impending death as “The May of Teck Club” collapses around her in the tragedy that closes the novel. Nicholas sees Joanna as set apart from the outset. The poetry she intones in her training as an elocution teacher is melancholy. She appears sexually repressed too. There is something morbid in her reserved emotional attitude. Whenever Nicholas looks at Joanna in the 1945 flashbacks, there is an anticipation of her death. "
98,margan034,26,"In Muriel Spark’s The Girls of Slender Means, Gerard Manly Hopkins’s “The Wreck of the Deutschland” functions as a sacred text. Training to be an elocution teacher, Joanna Childe is heard throughout the novel reciting the poem. The novel includes the verses she recites. Nicholas Farringdon endeavours to record Joanna’s performance. Joanna dies in the tragic destruction of “The May of Teck Club” following the detonation of unexploded munitions. Joanna is the daughter of an Anglican rector with a love for the Book of Common Prayer and utters a prayer from the Prayerbook as she confronts her death. Her early death, a stoical demeanour, and her willingness to utter prayer as disaster befalls identifies her with the nuns of Hopkins’s poem. Throughout the novel, the sound of Hopkins’s poem both anticipates the disaster that is to come – the wreck of the May of Teck Club – and serves as a hermeneutic through which Nicholas (and possibly the reader) interprets the disaster. "
99,margan034,27,"Muriel Spark’s The Girls of Slender Means explores the idea of martyrdom: Joanna Childe dies in the disaster that destroys “The May of Teck Club;” Nicholas Farringdon dies a martyr as a Roman Catholic missionary priest in Haiti; and Gerard Manly Hopkins’s “The Wreck of the Deutschland” that concerns nuns’ acceptance of death during a wreck is a central intertext, frequently quoted in the body of the text. While sacrifice and martyrdom is a central concern of the novel, the novel invites or at least leaves it possible to interpret sacrifice from a secular perspective. Joanna’s death can be interpreted as a continuation of the action of Hopkins’s nuns. At the same time, we learn that Joanna is heartbroken and potentially emotionally and sexually repressed. While Nicholas interprets Joanna’s death as a martyrdom and this inspires his own vocation, the novel leaves open the possibility that Joanna’s death was a form of self-harm, invoking the frequent modern association between sacrifice and psychological illness. Nicholas dies a martyr, but his death is related as ridiculous by the novel; while much of the novel takes place in flashbacks to 1945, Nicholas’s death occurs in the novel’s present in 1963 and is related through the gossipy phone calls among ex-residents of “The May of Teck Club.” Sacrifice in this context comes across as an absurd relic of the past: a possibility for Hopkins’s nuns but firmly out-of-date in 1963. "
100,margan037,4,"In Ngugi wa Thiong’o’s The River Between characters frequently undergo a crisis of faith. Muthoni, the daughter of the Christian preacher Joshua, dies after undergoing female circumcision, a ritual that is shunned by her father but seen as a vital initiation in Gikuyu tribal tradition. Muthoni, who is a fervent Christian, also deeply desires to become a woman in the tribe. After Muthoni’s death, her sister Nyambura struggles with her loyalty to her father and Christianity, on the one hand, and her love and desire for Waiyaki in the Gikuyu tribe, on the other. Her doubt sees her reject Waiyaki’s declaration of love, though she later defies her father for Waiyaki. Waiyaki himself is caught between the two warring traditions, wishing for reconciliation but forced to take sides as he fights for what he believes is best for the tribe."
101,margan037,6,"In Ngugi wa Thiong’o’s The River Between, the main character Waiyaki’s desire is for the tribal communities, one Christian, the other traditional, that live on opposing ridges to unite. Christian and traditional communities alike see the other faction as the enemy, either understanding conversion to Christianity as a betrayal or the traditional ways as sinful, barbarous rituals that need to cease for the tribe to flourish by accepting Christianity. Waiyaki, however, sees a different path. He wishes to use the education to unite the people against a common enemy, the European colonialists, instead of having them fight each other. Waiyaki’s desire for new forms of relationship is opposed by the mightiest on both sides: the protectors of the tribal practices, the Kiama group, undermine Waiyaki at every turn and the Christian Joshua, father of Muthoni and of Nyambura refuses to condone Waiyaki and Nyambura’s blossoming relationship. "
102,margan037,7,"In The River Between, Ngugi wa Thiong’o uses opposing religious views to critique their practices. When Muthoni dies after a circumcision gone wrong, Makuyu, the Christian part of the ridges, lashes out in anger, forsaking the ritual. Christians viewed as circumcision as a ghastly mutilation particularly Muthoni’s father Joshua, who banishes his daughter once she resolves to go through with the ritual. Yet, uncircumcised, Muthoni herself feels incomplete and alienated from her own cultural heritage. Even as she dies from complications associated with the procedure, she believers herself to have done the right thing by choosing to be circumcised. Meanwhile, in Kameno, those of the tribe who oppose Christianity view the white man’s entry into the hills as an ill omen, and wish to cast him out, restoring the purity of the tribe."
103,margan037,10,"In Ngugi wa Thiong’o’s The River Between, the faith of the tribe is opposed by Christian faith, which is slowly spreading through the ridges. Thiong’o explores the fraught relationship between two opposing faiths, how the morals and customs of the tribe are undermined by the burgeoning Christian presence in the ridges, and how the conduct of the two factions is shaped by their opposing religious views. The introduction of Christianity into the region disrupts and questions preestablished norms and rituals, amplifying pre-existing tensions between the communities on each ridge, while the perspective of the tribe is used to question Christian practices and a people’s right to impose their beliefs upon others."
104,margan037,25,"The ritual of circumcision plays a major part in Ngugi wa Thiong’o’s The River Between. It serves both as an initiation into adulthood, but also as a point of contention when the young girl Muthoni dies because of the procedure. The Christian part of the ridges considers the ritual unholy, and wishes to abolish it, while the Gikuyu tribe believe that the ritual is essential in the transition from childhood to adulthood. The novel also explores the use of ritual, both Gikuyu and Christian, in everyday life and at important moments of a person’s life. The Gikuyu ritual of “second birth”, is one such ritual, while attending Church and celebrating Christmas can be viewed as important Christian rituals."
105,margan037,27,"In Ngugi wa Thiong’o’s The River Between, the young boy Waiyaki becomes a scapegoat for the people of Makuyu and Kameno. As the Christian and tribal faiths clash and become violent, the need for a scapegoat increases. Waiyaki is caught in the middle. He is heralded as the saviour of the tribe and yet his own background is hybrid. Although the son of a revere tribal leader in Kameno, Chege, Waiyaki has been schooled – at Chege’s insistence – in the Christian, colonial schools. Waiyaki succeeds his father and attempts to remain loyal to tribal traditions while promoting an education system outside the missionary schools. The hope is to educate in the people of the tribe while avoiding Christian evangelism. This mixed background becomes problematic for the Kiama who claim to speak for the traditions of the tribe. Waiyaki comes to be seen as an outsider. He also falls in love with a Nyambura, a Christian. He is then targeted as a scapegoat by the Kiama, who seek to drive out the white man and Christianity from Kenya. Waiyaki’s conflicting feelings and measured approach to independence from the white man is targeted as a weakness and ultimately becomes his downfall. Waiyaki’s betrayal and fall is depicted in the language and imagery of Christ’s passion."
106,margan040,12,"Sylvia Townsend Warner’s Lolly Willowes features a middle-aged woman who is transformed into a witch. The first concrete suggestion of the devil’s presence is the mysterious appearance of a cat in Lolly’s house. Lolly interprets the cat as the Devil’s Officer or ‘plenipotentiary’ of his power and understands from that moment on that she has sealed a compact with the Devil. She later seems to meet the Devil himself at a witches Sabbath where he is masked, feminine and horrifies her by licking her face. Lolly retreats to the woods where she then meets the ‘real Satan’ in the form of a gamekeeper come to offer her reassurance and protection. She asks him to get rid of her nephew Titus who has become a permanent visitor to Great Mop and the cat/Satan enact a series of punishments on Titus, curdling his milk, persecuting him with flies and finally chasing him out of the village. At the end of the novel Lolly accompanies Satan to Mulgrave Folly built by a dissolute nobleman and misguided devil worshipper. There she gives a long speech on her understanding of witches and seems to assent to his ‘indifferent ownership’ of her."
107,margan040,14,"The first two sections of Lolly Willows unfold in the style of a Victorian domestic realist novel and/or a novel of development. They describe the death of Everard Willowes and the reluctant transfer of his daughter, Laura Willowes or Aunt Lolly from her childhood home to her brother’s household in London. Following the First World War Lolly decides to move to a rural village Great Mop and there she is unexpectedly transformed into a witch. The transformation is announced in a legalistic sentence describing a compact with the devil undertaken in England in the year 1922. However the change is also anticipated by her early reading in witchcraft literature and the arrival of a cat who would seem to have magical powers. Lolly later attends a witches Sabbath with her landlady who is also revealed to be a witch together with many other of the inhabitants of Great Mop. Lolly encounters the Devil  or ‘Loving Huntsman’ of the novel’s title at the Sabbath and the novel ends with a conversation between the two and Lolly’s acknowledgement of Satan’s ‘indifferent ownership’ of her.   "
108,margan040,18,"Sylvia Townsend Warner’s Lolly Willowes has been read as an anarchist critique of civil religion or the role of the Anglican Church and Christian religion in upholding the power of the British State. The first half of the novel reveals how the ordered routine and obeisance demanded by the church props up the existing social and class system and how it feeds into the nationalist and militaristic sentiments seen in the First World War. Lolly attends a witches’ sabbath which seems to offer a very different, perhaps anarchistic, social structure. There is no master of ceremonies and the only rule is ‘do nothing for long’. Critics of the end of the novel suggest that Lolly later enters into a different patriarchal system with the devil as her master but as such he is ‘indifferent’ ‘unjudging’ and ‘undesiring’ which amounts to a freedom from if not quite yet a freedom to. "
109,margan040,22,"Sylvia Townsend Warner’s Lolly Willowes follows Lolly in her removal from her Somerset childhood home, Lady Place, to her brother’s household in London and then finally to the village of Great Mop, a destination seemingly chosen at random from a Guidebook to the Chilterns. Lolly finds a form of freedom from family responsibility and expectation as well as a ‘vocation’ as a witch in the countryside but the novel otherwise avoids an easy contrast between urban and rural. In London Lolly seeks out weird and gothic corners of the city among the City Churches, graveyards and East End docklands. In the countryside she sometimes seems persecuted by the incursion or involuntary reminders of urban life. These include the passage of a goods train which seems to transport her back to the terrors of Paddington, the arrival of her nephew Titus who seems to Lolly to bring his whole family (and everything they stand for) with him and a witches Sabbath that the asocial Lolly finds no less oppressive that a London ball. "
110,margan040,28,"Sylvia Townsend Warner’s Lolly Willowes has often been read as a challenge to heteronormative and patriarchal social expectations and structures. As a young woman Lolly shows little interest in marriage and proves indifferent to efforts by family members to find her a suitor in London or in India. As a middle-aged woman she escapes her monotonous domestic routine as companion to her brother’s wife and children and sets up home with a landlady, Mrs Leak, in the village of Great Mop. There she becomes a witch which seems to validate her single status as well as to promise access to a queer company or . She attends a witches Sabbath in which partners and sexes seem to flow freely from one to the other and experiences a moment of queer ecstasy with a young woman Emily. The ending of the novel is ambiguous as Lolly seems to assent to a new patriarchal master, the ‘Loving Huntsman’, Satan. However Satan is also a queer and sometimes androgynous figure frequently associated with the Moon (Venus). "
111,margan041,2,"H.G. Wells’s The Undying Fire is set during the First World War and one of its key themes is the apocalyptic scale of destruction and suffering unleashed by modern technologies of warfare. The novel contains a famous passage on the evils of submarine warfare and the protagonist Mr Job Huss makes a long speech cataloguing the toll of war including 6 million deaths on the battlefields, three times that number of injured, the widespread destruction of infrastructure, and the spread of famine and disease. Wells’s novel also turns to the new natural sciences (physics and biology) for alternative secular visions of the end of the world in the exhaustion of natural processes and resources and the degeneration/devolution of human and nonhuman life.   "
112,margan041,4,"H.G. Wells’s The Undying Fire is a modernization of the Book of Job in which Satan makes a wager with God that he can make Job abandon his faith. The modern Job is a former headmaster of a progressive School named Mr Job Huss and his trials include an epidemic of measles at his school, an explosion in the chemistry laboratory that fatally wounds a master, a fire which kills two boys, the loss of his life’s savings after the death by suicide of his solicitor, the death of his pilot son over German lines in France, and the discovery that he is suffering from terminal cancer. In spite of his personal misfortunes and the ongoing tragedy and destruction of war Job eventually regains his belief in God as an undying source of goodness and righteousness in the world. The novel also features an unbeliever possibly modelled on the prominent Rationalist editor and spokesperson Joseph McCabe. McCabe’s unbelief is revealed to be a much bleaker form of belief in impersonal and incalculable Process working through the individual in the interests of the human species as a whole. "
113,margan041,7,H.G. Wells’s The Undying Fire offers a critique of modern forms of belief and unbelief revealed as either too naively optimistic or too pessimistic for the times (WWI). In conversation with five interlocutors the protagonist Mr Job Huss dismisses four different and seemingly inadequate ways of understanding and/or offering consolation for present-day evils. These include: a form of natural theology that sees goodness inherent in God’s creation; a Providential faith in God’s purpose even if that purpose remains obscure to humankind; a gnostic faith that the spirit will survive the corrupt body; and finally a Rationalist/agnostic belief in the world as governed by Process. In preference to these religions/philosophies Wells’s protagonist finds solace in God’s message to the biblical Job that although he will never understand the ways of God humankind must trust in his eternal goodness.
114,margan041,18,"In The Undying Fire as in many novels from the mid-to-late part of his career H.G. Wells emphasises education as a source of hope and renewal in the aftermath of political, economic and social upheaval and war. The dedication of the novel is to ‘All Schoolmasters and Schoolmistresses and every Teacher in the World’. The novel’s protagonist is Mr Job Huss, the former headmaster of a fictional public school in Norfolk where he had introduced a modern curriculum replacing the classics with modern languages (Spanish and Russian) and built the best science laboratories in England. Mr Job Huss undergoes a crisis of faith in God and in his educational vocation following a series of unfortunate events at the school and the advent of WWI and mass slaughter of a generation of young men. His faith in his educational project is restored at the end of the novel thanks partly to a letter from a former student who now serving on the front lines realises that his education in world citizenship is superior to that of peers who have learnt only how to become killing machines.  "
115,margan041,26,"H.G. Wells’s The Undying Fire is modernization of the Book of Job from the Old Testament of the Bible. It begins with a prologue set in heaven. The occasion is a reunion of the Council of Heaven at which Satan asks God for a rerun of their wager over Job’s faith and its capacity to survive under duress. The first chapter then cuts to a boarding house on the South Coast of England during WWI where Mr Job Huss, a former headmaster of a progressive school is resting following a series of misfortunes and a diagnosis of cancer. He entertains four visitors modelled on the original victors to Job all of whom attempt unsuccessfully to restore Huss’s flagging faith. The fifth visitor, Elihu, a Rationalist, argues that there can be no comfort for suffering which is an impersonal and indifferent force he names ‘Process’. Huss stands firm against Elihu’s pessimism. Under an anaesthetic he hears the voice of God and takes comfort from the message that although he will never understand the ways of God he is nonetheless an undying force for what is right and good in humankind.  "
116,margan042,6,"Sylvia Wynter’s Hills of Hebron depicts the struggles of the New Believers, a Christian revivalist community formed in response to the visions of their prophet, Moses, of a Black Jesus. These visions provide an alternative to Christian colonial ministry and speak to an immiserated urban population. Following Moses’s death, the New Believers are buffeted by both natural disaster and the scandal engulfing the new leader, Obadiah, who is exposed publicly as having broken a vow of chastity – the evidence being the pregnancy of Rose, Obadiah’s wife. Through manipulation of the timeline, the novel eventually exonerates Obadiah; Rose was in fact raped by the son of Moses, Isaac. Unaware of Isaac’s crime, one faction of the community hopes Isaac, who has left the community for schooling, will return to lead the New Believers. Isaac ultimately betrays the community, stealing the few financial resources the New Believers have at their disposal. "
117,margan042,28,"The community in Sylvia Wynter’s Hills of Hebron celebrates heterosexual marriage and chastity within marriage. Obadiah, the community’s new leader, weathers scandal when he is exposed publicly for  apparently breaking a vow of chastity and fathering a child with his wife, Rose. Outward celebrations of continence aide, the community is riven by sexual violence perpetrated by men and the silence of women as victims and witnesses. Moses, the community’s founder, rapes women in the community, fathering a child, Maverlyn. Gatha knows of Moses’s behaviour but refuses to speak out. Isaac, Moses’s son, rapes his stepsister, Rose, a crime about which Rose herself stays silent and which results in a scandalous pregnancy. Outside New Hebron, the local Anglican minister, Reverend Brooke, rapes his servant Gloria, fathering Rose. Learning of the crime, Moses uses his knowledge to blackmail Brook into helping him establish New Hebron."
118,margan042,25,"Sylvia Wynter’s Hills of Hebron depicts multiple ritual actions. Community life among the New Believers is structured by worship services with much emphasis on preaching, public prayer, charismatic experience, and communal singing. The novel opens with the community’s ritualised challenge during a church service to their new leader, Obadiah, for allegedly breaking a vow of chastity. At its foundation, New Hebron, a community that celebrates a Black Christ, sets itself in competition with the ritual practice, exuberant dance and song, associated with African religions and which would-be members must give up. The most striking exercise of all is the decision of Moses, the community’s founder, to crucified: an act for which the community prepares, celebrates with collective worship, and mourns following the prophet’s death. "
119,margan042,22,"In Sylvia Wynter’s Hills of Hebron, community life is established on what the found Moses understands as a new Eden, heaven on earth: New Hebron. The community is established on unsettled land away from the region’s main urban settlement Cockpit Centre and the economic, political and religious influence of European colonialists. The novel depicts the effort and struggle of establishing the community: clearing land for settlement, horticulture, and the act of building structures such as a church and homes: as a master carpenter, Obadiah, the community’s future leader, is central to this activity. The novel is also sensitive to the practical realities of land ownership. Moses understands the importance of a legal deed to the land in establishing New Hebron. Without hope of purchasing the land, Moses blackmails Reverend Brook into helping him procure a forged deed. New Hebron, met to sustain the New Believers in their worship of the Black Christ, ultimately fails the community. The land is afflicted by drought, which destroys crops, blights landscape, and leaves New Hebron dependent upon Cockpit Centre where the New Believers are forced to use their sparse financial resources to purchase water. "
120,margan042,14,"In Sylvia Wynter’s Hills of Hebron, Moses, is a charismatic figure who establishes, through powerful preaching and strategic relationship-building in Cockpit Centre builds, a community of New Believers willing to follow him and his visions of a Black Christ. His visions combine the political and religious: the preaching of the Black Christ speaks to an immiserated urban colonial population, used to being dehumanised by the economy and power structures of colonial Jamaica. Before New Hebron, Moses had attempted to establish an earlier community, but had failed and was committed by the colonial authorities to an asylum for the mentally ill. Through conversations with the alcoholic asylum warden, Moses develops the idea of a separationist Black Christian community. Moses outlined physical feats he would perform to both his communities, the failed community and New Hebron; for the first, Moses maintains he will fly (it ends with a broken arm and committal to the asylum), while New Hebron watches Moses’s crucifixion. "
121,margan006,29,"Mary cites Indian stories as a source for Magic and draws comparisons between Dickon and Indian snake charmers. Magic is described as a natural element that is subject to scientific experiments and positive thinking. Colin asks his companions for a song of thanks and joy and Dickon teaches them the Doxology. This is the most overt Christian moment in the text but Burnett does not suggest the children are worshiping a Christian God, but rather using a Christian prayer to express thanks to the Magic, a mysterious but natural force for growth and health in the world."
